text,airline_sentiment,labels
I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to  #CommunicationFail,negative,0
"""You down with RNP?"" ""Yeah you know me!""",neutral,1
I have a few questions about flying with my Maltese puppy. Can you DM me?,neutral,1
"Agents in DFW were very kind did their best to help, but this doesn't make up for PHX error and attitude! #Americant",negative,0
UA1740. As the inbound flight dep time gets closer you push it back 15 min. You've been doing this for 2 hrs.,negative,0
do you still use DC9's?,neutral,1
"Now, the JFK Baggage Office has actually run out of paper hotel vouchers. #thislinehasntmovedforanhour",negative,0
Woke up to notification- flight moved 1.5 hrs early. Barely made flight then 3 hrs layover in SFO - wanted to hop on earlier option,negative,0
"seriously, you treat your passengers like shit.",negative,0
I'm running out of money to keep paying for hotel rooms &amp; food in NYC. You don't help people with $ spent,negative,0
"hah, best flight attendant response, if you not happy getting screwed over, you have other carriers.   hahahah pathetic",negative,0
sadly they've tried that and airport agents…no flights so they're stranded at PHL. No chance of a hotel for them?,neutral,1
"When did American Airlines start flying to and from Siberia? Wait, this is the USA? Oy!",neutral,1
Brothers baggage was lost on route to 2015 Panamerican Cross Country Cup Championship in Columbia. His race is Sunday. Please help.,negative,0
Flight attendant #YeseniaHernandez provided excellent service among peculiar conditions throughout the day ✈ :-),positive,2
trying to book a flight with you guys and your website won't let me... about to lose my business,negative,0
"Thank you. Yes, I was hoping to speak with someone directly, but appreciate the link nonetheless. :)",negative,0
would be cool if the best airlines company hooked me up with  tickets for Vegas ;),positive,2
loved it. Can't wait for Monday's return flight... Mostly just to watch the inflight safety video again. #sorrynotsorry,positive,2
my flight number is 3M 50,neutral,1
that all AA is for USAir Elite members. It's one big disappointment in the way we are treated. #epicfailure,negative,0
can I get some help changing a ticket.  40 minutes on hold and counting....,negative,0
Do you have childrens rates for flights?,neutral,1
"cool the plane you said is ours that just left the terminal for a diff city? She a cold betch for ""flying the friendly skies""",negative,0
I have nothing but issues when I fly w/u what's up w/that?! #travel #vacation #awful,negative,0
Finally back on board.  Door was closed only to be reopened because we need fuel. You think someone wd have thought of it earlier,negative,0
"thanks, that would be awesome.",positive,2
8 hours Late Flightr and I'm siting on another plane waiting to leave. I think a credit is in order for this terrible service!,negative,0
no. Please stop.,negative,0
did you pick the winners for the #DestinationDragons ?? #87yearsLate Flightr #maybeijustlost #whyyounoloveme,neutral,1
Delayed more and more these days. MCO &gt; IAD. Fingers crossed I make my connection home to Albany. #united1K,negative,0
so happy that you can finally put your #southwestairlines boarding pass into passbook! Makes life so much easier ✈️,positive,2
iiiii need help with my flight schedule!!! haha,neutral,1
thx for taking my $600 for a 1way then Cancelled Flightling 1st flt delay 2nd flt and u top it off by losing my one piece of luggage #usuck,negative,0
leaving over 20 minutes Late Flight. No warnings or communication until we were 15 minutes Late Flight. That's called shitty customer svc,negative,0
Why is United voted every year as one of the worst airlines? Do enjoy that title? You should give Jedediah free passes,negative,0
where is my flight voucher?,neutral,1
"""The wheel was broken when we got it. We swear.""",negative,0
"Password reset email is incredibly slow to arrive today. Checked spam folder, too. Web site says a few minutes, but 15? :|",negative,0
no word on delay reasons  but Twitter is aflame with flight tracking computer crash. Rumors. True or Not?,negative,0
rebooked into a different airport. Throwing a wrench into plans 👀,negative,0
wow this just blew my mind,positive,2
"don't need this link, after getting a person u now say u don't know where bags are. Lost on a nonstop phx to jfk.",negative,0
online flight notification is down.,neutral,1
how can we get help with a hotel we booked with you and are having issues with.,neutral,1
- Can flight #415 get the paperwork inputted?? We should have taken off an hour .. #sittingontheplane #hungry,negative,0
Cancelled Flights arrivals &amp; departures in Nashville as of 5pm. That and more weather headlines @ 4pm #LiveOnFOX17 #FebruaryFreezeFox17,negative,0
and if the flight is full?,neutral,1
when is the last chance to get #DestinationDragons tickets? I would die of happiness if I won 😭🙏,neutral,1
"well, the last update was in the right direction, at least! I'll keep my fingers crossed.",positive,2
's CEO battles to appease passengers and Wall Street - Waterbury Republican American,neutral,1
Can't view seat selection/change seat for flight tomorrow. Can you look into this?,neutral,1
I'm also a mosaic customer and fly jet blue ALOT....,negative,0
thank you!,positive,2
I will never fly with you guys again! I am stuck in memphis another day. Called to be credit something anything,negative,0
nope. Even better there were 4 seats. And due to W&amp;B first to raise hands got to move up. I wasn't fast enough.,positive,2
I did.  They have no idea where it is.,negative,0
I was told there is no record of my refund.  Can someone please help me. This has been a long day,negative,0
I'm booked for Tuesday night. 60 degrees in Alabama right now. I'm good. Stay warm and safe.,positive,2
Thanks to Karen Salisbury at IAH for amazing customer service!  Found my daughter's bag lost on UA1516.  Made her day!,positive,2
Just OH-ing a text message I received from an entitled jackass of a friend.,negative,0
"I would prefer a similar picture but full of E190 tails, but great shot!",positive,2
I would like your baggage damage number as well! Another great thing from your 'trained' staff! Whats the number please.. Claim time,negative,0
still waiting on a dm response..... #sloooowresponses,negative,0
"""Will my luggage be on that flight?"" ""No"" ""Y not"" ""bc ur on that flight n it won't end up where ur goin",negative,0
hopefully your crappy service improves as u become  #angryairtravel #winterstorm,negative,0
#flight293 was supposed to depart at 745 and at 815 we still have not boarded.,negative,0
My wife had flight changes due to weather now she cant checkin to her return flight and it fails Is it possible usair Cancelled Flightled,negative,0
translation: we don't reinvest our mammoth profits into the customer service experience. 'Cause we don't care.,negative,0
Wow what an amazing video  Great world Guys #Bluemanity #CoreValues #Passion #AeroJobMarket,positive,2
my flight is Cancelled Flightled due to weather. What next ?,negative,0
. Can't book a flight online or over the phone. Your customer service is usually great -- anything you can do to help?,negative,0
happy to spend the day together. Let's do this!,positive,2
"There is nothing on my USAir CC at this point, but the email stated I would be charged.  Thanks for the reply.",neutral,1
"please do! She went above and beyond what she had to do, she made us her number one priority!",positive,2
sounds fun! How does that work?,neutral,1
if you could get the gate crew to help us off FLT 5350 that would be great....,neutral,1
Is $99 companion ticket benefit of Premier World MasterCard still limited to USAirways flights or do AA now qualify as well?,neutral,1
appreciate it!!,positive,2
"Great, thanks. Followed.",positive,2
thanks for having changed me. Managed to arrive with only 8 hours of delay and exhausted,negative,0
